Id,"Nombre de réponse","Nombre de like",Date,Auteur,Texte,"Répond à"
Ugx9sMSGcIb50w51Xbd4AaABAg,13,117,2022-05-12,"Léo - TechMaker","Je vais faire un prêt pour subvenir à mes besoins pliants"
Ugx9sMSGcIb50w51Xbd4AaABAg.9awG27Vqg7J9awwx9GDSgl,,2,2022-05-12,chiclure,"Je trouve ca trop chère et trop gadget de plus il aurais fallût investir plus dans une vrais innovation don la taille de l'écran ne pose pas de problème voir disparais pour de la projection ou ultra mince et flexible qui fait tout le tour du pognait comme un bracelet personnalisable car le pliable ce nais pas pérenne dans le temps cars l'usure va avoir toujours un avantage sur le la durabilité du matérielle telle comme on plie une plaque de métal plusieurs foie elle fini toujours par ce couper en deux! Ces ultra compliquer de mélanger dureté et flexibilité si ces dur ces pas flexible si ces flexible ces pas dur!",Ugx9sMSGcIb50w51Xbd4AaABAg
Ugx9sMSGcIb50w51Xbd4AaABAg.9awG27Vqg7J9awkk_T7oKH,,0,2022-05-12,"Ricardo Correia","J'attends le honor v moi voir qu'est que ça donne 😊",Ugx9sMSGcIb50w51Xbd4AaABAg
Ugx9sMSGcIb50w51Xbd4AaABAg.9awG27Vqg7J9awPgIEV5hj,,0,2022-05-12,Farley640,"Pour ton cas ou ton fold ne s'ouvre pas completement, essaye de l'aspirer un coup plié et fermé plusieurs fois, reste a voir i ca marche :)",Ugx9sMSGcIb50w51Xbd4AaABAg
Ugx9sMSGcIb50w51Xbd4AaABAg.9awG27Vqg7J9awMYRnHAsG,,0,2022-05-12,"Gabriel Leclerc","Arrête de payer à clash royale et t'auras déjà un petit pactole 😂",Ugx9sMSGcIb50w51Xbd4AaABAg
Ugx9sMSGcIb50w51Xbd4AaABAg.9awG27Vqg7J9awInDuA3y7,,0,2022-05-12,"Dark Arrows","M'ouais, je crois que tu devrais 😅",Ugx9sMSGcIb50w51Xbd4AaABAg
Ugw1vvhwLIHR_KZ90A14AaABAg,0,0,2022-05-13,"seb et laulau","Samsung à essuyer les plâtre et maintenant ça marche très bien ont attend la concurrence 😂😂"
UgzZx4YuhH9pu3Lie2N4AaABAg,0,0,2022-05-13,Ryuus,"Pour l'instant les téléphones pliables ne m'attirent pas du tout.
J'attend le marketing pour devenir un pigeon"
Ugx9GQm77mlGiFJCLfB4AaABAg,0,0,2022-05-13,"Math Daniel's","Les surcouches Android ont toujours été un calvaires pour les utilisateurs. Je suis passe chez OnePlus il y a 5 ans, jamais je ne changerai juste pour ce confort épuré."
UgwUDQZZAa3kC7_nA2B4AaABAg,0,0,2022-05-13,"Danny Shady","Trop gadgets pour moi et surtout que je risque de le briser trop vite 😂 mes je vois pas tant l'intérêt du pliable ces pt pour sa"
UgwuWjgIk9pEYHJIHaR4AaABAg,0,0,2022-05-13,"Krulcifer Einfolk","Alors si ton téléphone a des problèmes c ta faute paske depuis que je l ai 0 égratignures"
UgwgnTF9sfxGv-xD3MJ4AaABAg,0,0,2022-05-13,"Anthony Drakoshen","Le coup du téléphone pliable c'est comme les téléphones sans le rond de l'appareil photo dans la barre : la plus part des applications ne sont pas pensées pour

Je dis la plus part sur l'entièreté du play store et bien évidemment que les applications avec des gros noms sont moins problématiques"
UgxgMu02R_LxTuRrFZh4AaABAg,0,0,2022-05-13,"All Motors Glory","c'est intéressant et aimant presque tout ce qui est high tech et récent (""presque"" car j'ai horreur des voitures électriques, je préfère les nouveaux moteurs thermiques). Perso sa me tente, mais comme je n'ai pas 1500 ou 2000 € à dépenser dans un smartphone, je pense que je resterai sur du classique jusqu'à ce que le prix baisse en dessous des 1000 €. Mais perso je pense que c'est le futur, en plus toi et moi qui avons grandi avec les téléphone à clapé en primaire collège, sa rappelle de bon souvenir et je trouve ça très cool !"
Ugyy3h5bzepisSMx_Sl4AaABAg,0,0,2022-05-13,"Mickael Pfalz","Comme tu le dis si bien, le coté cupide des constructeurs ferra passer une fois de plus Apple pour des ""révolutionnaires""... J'ai d'ailleurs été trop déçu de Samsung avec des problèmes a la chaînes, je suis clairement plus satisfais de mon Google PIXEL 6 avec son interface sobre et fluide et surtout sans fioriture ni pub ! ❤"
Ugwep2L96cZ2WpHGqqZ4AaABAg,0,0,2022-05-13,"MA KI","j'ai sorti une video sur le Zfold2 sur ma chaine pour donner mon avis si ca t'intéresse. je l'utilise au quotidien également et il y a de bons et de mauvais côtés. Est ce vraiment le turfu ?"
UgzXL6T2RKcY984saOR4AaABAg,0,0,2022-05-13,"Shawn Gauthier","Moi j'ai un LG G8X thinq 
Dual Screen. Ce n'est pas réellement du pliable, mais je ne peux plus m'en passer."
UgwRLn3g6WKmnJ2_dnJ4AaABAg,0,0,2022-05-13,"Futynoz _ 6433","Je suis pas trop d'accord avec tout se que tu dit dans ta video moi jai le z fold 2 depuis plus 1 ans et pour le moment jai pas les protections qui se barre le plian et bien droit sais juste que on a sa façon de entretenir son smartphone et les aplication il faut regarder dans les paramètres du tel car moi jai tout en plein écran (Instagram marche nickel pour moi et crédit agricole aussi lol) sinon super video"
Ugy7Yvop9a9n1MJ1jgB4AaABAg,0,0,2022-05-13,Zimox,"Moi je pense c'est le futur des smartphones et je pense c'est la fin des tablettes (puisque sinon ca va faire bizarre un smartphone qui fait mini tablettes et un ordinateur portable qui fait grande tablettes , la tablette classique aura plus d'utilité a part un produit de plus a acheté)"
UgzgNbNXma8sh_-jaWV4AaABAg,0,0,2022-05-13,"Xelloss Metallium","Pour moi le meilleur pliable est le LG g8x thinq dual screen, les autres... comment dire...

Le portrait... autant je ne suis pas d'accord avec toutes les décisions de Samsung, autant je bénie le fait qu'ils forcent ces débiles d'utilisateurs à utiliser le paysage
Peut être trouvez vous les vidéos verticales cool, mais moi pas !"
UgxfgseG2EqiBZZBi9p4AaABAg,0,0,2022-05-13,"HRudyPlayZ - Maître Panda","Perso je pense garder mon S8 encore quelques années de plus. Les téléphones récents n'ont pas beaucoup évolué ces 5 dernières années. Mon S8 est rooté sur une ROM sous Android 10, il a une prise jack, un capteur d'iris etc. Très bon tel qui reste haut de gamme par ses performances et sa qualité.

La seule vraie innovation a été justement le pliable, sauf que, les désavantages sont beaucoup plus nombreux que les avantages pour l'instant, je perdrait ma prise jack donc je passerais sur un son systématiquement moins bon, le capteur d'iris en moins également et donc une sécurité plus simple à tromper par la caméra, un téléphone bien plus fragile etc pour seulement avoir un écran dans un format chelou qui sera certes plus grand mais bien moins confortable que ma tablette et des meilleurs selfies qui, honnêtement, me motivent pas vraiment vu que j'en fais rarement."
UgxtHd2zEC11ID7B3od4AaABAg,0,0,2022-05-13,David,"C’est quand que tu fais un truc pour t’es cheveux ?"
UgzNB1emkTo4Kb8aKi54AaABAg,0,0,2022-05-13,"Emmanuel Bouillon","2000€ le téléphone 😅 Je reprendrais un pixel, plutôt, quand je changerais de téléphone..."
UgxhOEVj1rvmiSdpKNV4AaABAg,0,0,2022-05-13,Nelriss,"J'ai aussi le fold 3 , abuse pas tu dois vraiment pas prendre soin de tes affaire , déjà la gueule entre ton téléphone et le mien mdrr a part la poussière de la pliure j'ai aucun de tes problème , légèrement les problème de plein écran mais pas dérangeant , par contre la rayure dans la pliure ta forcer prend soin de tes affaires aussi"
UgxSxCBZngWt4GcPmR94AaABAg,0,0,2022-05-13,Nicolas,"Génial... Une innovation qui marche mal... ça fait vraiment envie... Une innovation doit servir un usage, une innovation qui sort ""parcequ'on peut le faire"" est très souvent vouée à l'échec... De plus ca reste des nouveautés qui sont facturés à prix d'or, à un moment faut savoir se montrer raisonnable un téléphone aussi smart qu'il puisse etre ne devrait jamais couter plus de 800€, on est dans une inflation indécente à mon sens !"
Ugxvy3CHuEK9pT--lkJ4AaABAg,0,0,2022-05-13,"Helvete X0ne","Sympathique cette vidéo... De mon côté mon Fold 3 ne présente pas tous ses petits soucis et je l'ai depuis ça sortie en septembre 2021."
UgzytpAphzNNv6CZ3_Z4AaABAg,0,0,2022-05-13,Blounis,"Ca fais depuis la sortie que j'ai le z fold 3 . Et je n'ai rien de y reprocher."
UgwapzveXxsjkdRVxtN4AaABAg,0,0,2022-05-13,"Nightwalker Krys","Je kiffe ma race mon zfold 2, le seul point noir c'est le poids, mais regarder Netflix, jouer a tout les jeux mobiles next gen c'est trop ouf! et la pliure pas de pb."
UgwNu-7hffPbrl0Bjkt4AaABAg,0,0,2022-05-13,"Guillaume Ty","Consomme et tais toi !,  n'oublie pas ta 4ème dose,  un téléphone pliant offert mdr"
UgyxyEIhrpjwCE0z2CN4AaABAg,0,0,2022-05-13,"LE BLACKBIRD ( Feyri )",https://youtu.be/X8Os2fGdykM
Ugz4ZCbhhz81OyCdvIV4AaABAg,0,0,2022-05-13,"Meka teknik","A force de plier et plier je vous laisse imaginer la suite... y a pas besoin d etre super intelligent. 
Si meme malgré ca vous trouvez toujours pas. Prenez un bout de plastique fin pliez le des centaines de fois et vous verrez..."
UgxpgEN4lH3bIwQceMJ4AaABAg,0,1,2022-05-13,"Bernard Henri","pour ma part j ai prix le mix flod, a part les velléités d android , il est super et 4 hp...le pied pour les séries"
UgzCrCw-GsHWJcsKdZ54AaABAg,0,1,2022-05-13,Tarlor92,"J'hésitais à m'acheter le fold 3, et après avoir vu ta vidéo j'ai décidé d'attendre un peu que ce marche évolue encore car c'est un prix assez conséquent pour un portable qui peut apparement encore être bien amélioré, surtout que je suis du type à garder mes téléphones longtemps"
UgwKspxCYpwNpBjOoil4AaABAg,0,0,2022-05-13,"Kaneki Ken","Moi j'ai toujours mon z fold 2 il et super rien à dire"
Ugy86v9m7XwdL1Q_lvR4AaABAg,0,0,2022-05-13,"Alessandro Hottois","trop cher"
UgwC3Oq01Lbt0DT000t4AaABAg,0,0,2022-05-13,"Norrig Whitewolf","Nop pas du tout tenter je me porte tres bien avec du classique. Et pour moi deux probleme encore pour le moment. Telephone trop chere et j'aime pas l'aspect plastique sous le doigt au niveau de la pliure j'aime bien la sensation du verre."
Ugya_mtY1adgj5ggbgV4AaABAg,0,2,2022-05-13,"Gorn Gaos","Merci pour le debrief sur votre expérience avec ce smartphone. Pour moi qui ne peux que dépenser pas plus 150€ tous les 5 ans, on va encore attendre 😅"
UgzZ1BqGC-Tp1UsRGC94AaABAg,0,3,2022-05-13,"charles mercier","Perso j'ai le z flip 3, et malgré la batterie il est incroyable et honnêtement comme à dit Leo dans ça vidéo je ne pourrais pas repasser à du non pliable"
Ugxt-TMPun16MY-HBh14AaABAg,0,0,2022-05-13,"T M","C'est hors de prix!! et de toutes manières, un téléphone devrait servir à téléphoner, ...lol donc on doit pouvoir vivre sans ce gadget qui comme il est inutile devient indispensable!!!"
Ugz4rsjWiiKLW2ew-JB4AaABAg,0,0,2022-05-13,ZhugeCyr,"Si ça tient 2ans c'est déjà bien c'est la durée de vie des batteries de tel en général 😅 avant de devenir faiblarde"
UgzKRr8shogMlTwKNQF4AaABAg,0,0,2022-05-13,"Rémi rb","ptdr Apple pire truc au monde, aucune liberté dans l'expérience utilisateur 😅😅😅"
UgxO9F6Sk8jpvqxH-Ep4AaABAg,0,0,2022-05-13,"Zarudo Davis","Étant utilisateur du fold 3 la format de l'écran extérieur et justement le meilleur je peux le tenir à une main et utiliser mon smartphone sans gymnastique avec le tel et moi je pourrais pas retourner sur du smartphone basique"
Ugx0v0E3hz0KcRreQ1h4AaABAg,0,1,2022-05-13,Besquef,"Mettre 1800 euros dans un gadget qui s'use au bout d'un an Bof bof. perso je suis pas du genre à jetée l'argent par les fenêtres."
Ugy2WlTNs4-SjL2pIRN4AaABAg,0,0,2022-05-13,"Fuckthe20-21s [FRANCE]","Ouch ! Pas demain la veille que j'aurais un smartphone pliable et en plus il y a le prix !"
Ugy_V2Ipw8PCRoUwK-N4AaABAg,0,1,2022-05-13,"Friday Californiaa","À part pour les Jean-Kévin assoifés de hype ou les patrons d'entreprise zélés, j'ai jamais trouvé à quoi pouvait bien servir ce truc. Un gadget pour faire tourner le commerce, quoi..."
UgxS5q7OB3PsNdu-Tm14AaABAg,0,0,2022-05-13,Meeuj,"Tu mets tes doigts dans la prise pour te coiffer ? 😉☺️"
Ugy1nTLwflZPorAgv_R4AaABAg,0,0,2022-05-13,"Diaku Panzu","Joueurs de méga chevalier comment tu fais pour dormir la nuit"
UgzbVePK4PgnHblvpvV4AaABAg,0,0,2022-05-13,somthings,"250er commentaire"
UgwuDS31keySmmTWQbZ4AaABAg,0,0,2022-05-13,somthings,"tros bien continue tu gère"
UgyomYWyuUamVvLp5Jt4AaABAg,0,0,2022-05-13,"MOUEZ GALLOUZI","Bonjour !.en ce qui me concerne, c'est le prix de cette gamme de smartphones qui me freine pour leurs achats !, à moins de souscrire à un crédit !👍👍👍👍"
UgwGmm6NPYYMExtr0w94AaABAg,0,0,2022-05-13,"Rémi Schmit","Attention je crois que tu as mis les doigts dans la prise"
UgwzHOXG_SwL4vfSc5p4AaABAg,0,0,2022-05-13,"PasseMwa LeGlock","J'avais envie, grâce à cette vidéo j'ai économisé 1000 balles. Cimer Léo 👍"
UgyCx1Xnq4l4S_3wR614AaABAg,0,0,2022-05-13,KinGkPooP,"gadget trop chere"
UgyamfBMMkNZb5WktBl4AaABAg,0,0,2022-05-13,Akizumi,"Sa fait 4 mois que j'ai le Z Fold 3 et vraiment c'est pas du TOUT ergonomique j'ai que des problèmes et pardon au grand Léo mais androïde c'est vraiment pas bien comparé à IOS qui et 8x plus ergonomique et stable"
UgwJlpQiHtsuukqih0Z4AaABAg,0,0,2022-05-13,"Madinina Free","On ne va pas se le cacher en ce moment le seul intérêt que je trouve à un smartphone pliable en ce moment c'est l'esthétique lol aucun intérêt pour le prix qu'il coûte"
UgzKCM7Wj2Yl0aFnTAN4AaABAg,2,3,2022-05-13,LoodMan,"Le film intérieur tu peux le retirer SANS aucun soucis ! Je l'ai fait avec mon 2 et 3 après quelques mois et jamais eu de soucis ! Le touché est d'ailleurs BIEN plus agréable 💥"
UgzKCM7Wj2Yl0aFnTAN4AaABAg.9axELwB5kwr9ayCWishzKF,,1,2022-05-13,LoodMan,"@Damien Bernard Comme un film classique ! S’en est un d’ailleurs ! Ce n’est pas le fameux film comme sur le 1er qui servait de mapeur tactile ! Celui là c’est juste un film protecteur et une fois retiré on a bien plus l’impression de toucher une vitre. Bien plus agréable a l’utilisation",UgzKCM7Wj2Yl0aFnTAN4AaABAg
UgzKCM7Wj2Yl0aFnTAN4AaABAg.9axELwB5kwr9ay9qq8l92W,,1,2022-05-13,"Damien Bernard","Il se retire facilement ? car le mien la même niveau pliure il comment a faire une ""bulle""",UgzKCM7Wj2Yl0aFnTAN4AaABAg
Ugy9rGnxOjqR2-TTHwZ4AaABAg,0,0,2022-05-13,mactep,incroyable
Ugy9squK8QUaGiWlJgV4AaABAg,0,0,2022-05-13,Edward,"si apple fait un iphone pliable je me debarasse de mon iphone 12 pro lol"
